"nct_id","title","subject","author","status","last_update","city","state","facility","study_url"
"NCT05333263","A Study to Validate Treadmill Parameters","Healthy","Mayo Clinic","COMPLETED","2025-12-23","Rochester","MN","Mayo Clinic Rochester","https://clinicaltrials.gov/study/NCT05333263"
"NCT06420349","NXP800 for the Treatment of Patients With Advanced or Metastatic Cholangiocarcinoma","Advanced Cholangiocarcinoma; Metastatic Cholangiocarcinoma; Refractory Cholangiocarcinoma; Stage III Hilar Cholangiocarcinoma AJCC v8; Stage III Intrahepatic Cholangiocarcinoma AJCC v8; Stage IV Hilar Cholangiocarcinoma AJCC v8; Stage IV Intrahepatic Cholangiocarcinoma AJCC v8","Mayo Clinic","TERMINATED","2025-12-22","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT06420349"
"NCT07057583","A Study of Carbon 13-based Deep Labelling of Bone Marrow Cells","Monoclonal Gammopathy of Undetermined Significance (MGUS); Non-IgM Monoclonal Gammopathy of Undetermined Significance","Mayo Clinic","ENROLLING_BY_INVITATION","2025-12-19","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT07057583"
"NCT07128368","Mechanisms of Resistance Exercise Training for Improved Muscle Insulin Sensitivity","Resistance Training","Mayo Clinic","NOT_YET_RECRUITING","2025-12-12","Rochester","MN","Mayo Clinic","https://clinicaltrials.gov/study/NCT07128368"
"NCT07216274","Quantitative Transmission Imaging Compared With MRI as Supplemental Screening for High Lifetime Risk of Breast Cancer","Breast Carcinoma","Mayo Clinic","COMPLETED","2025-12-05","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT07216274"
"NCT05739162","A Study of Endoscopic Sleeve Gastroplasty for Obesity in Ulcerative Colitis","Obesity; Ulcerative Colitis","Mayo Clinic","RECRUITING","2025-12-01","Rochester","MN","Mayo Clinic Minnesota","https://clinicaltrials.gov/study/NCT05739162"
"NCT04158375","Molecular Mechanisms of Exercise Benefits to Insulin Resistant People","Insulin Resistance; Obesity","Mayo Clinic","COMPLETED","2025-11-25","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT04158375"
"NCT06723015","Tau PET Outcomes With Anti-amyloid Immunotherapies","Cognitive Impairment, Mild; Dementia, Mild; Alzheimer Disease","Mayo Clinic","ENROLLING_BY_INVITATION","2025-11-18","Rochester","MN","Mayo Clinic","https://clinicaltrials.gov/study/NCT06723015"
"NCT04396535","Docetaxel With or Without Bintrafusp Alfa for the Treatment of Advanced Non-small Cell Lung Cancer","Advanced Lung Non-Small Cell Carcinoma; Stage III Lung Cancer AJCC v8; Stage IIIA Lung Cancer AJCC v8; Stage IIIB Lung Cancer AJCC v8; Stage IIIC Lung Cancer AJCC v8; Stage IV Lung Cancer AJCC v8; Stage IVA Lung Cancer AJCC v8; Stage IVB Lung Cancer AJCC v8","Mayo Clinic","TERMINATED","2025-11-17","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT04396535"
"NCT01818661","Longitudinal Multi-Modality Imaging in Progressive Apraxia of Speech","PPA; Non-fluent Aphasia; Apraxia of Speech; Primary Progressive Non-fluent Aphasia; Primary Progressive Aphasia","Mayo Clinic","RECRUITING","2025-11-12","Rochester","MN","Mayo Clinic","https://clinicaltrials.gov/study/NCT01818661"
"NCT05371509","Novel Myofunctional Water Bottle to Reduce OSA and Snoring Study","Obstructive Sleep Apnea; Snoring","Mayo Clinic","COMPLETED","2025-11-10","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT05371509"
"NCT05976074","A Study of Wearable Device in Essential Tremor Patients","Essential Tremor","Mayo Clinic","ENROLLING_BY_INVITATION","2025-10-29","Rochester","MN","Mayo Clinic Minnesota","https://clinicaltrials.gov/study/NCT05976074"
"NCT05328934","SoftHand Comparison Study","Upper Extremity Injury; Upper Extremity Deformities, Congenital; Amputation, Traumatic; Amputation, Congenital","Mayo Clinic","ACTIVE_NOT_RECRUITING","2025-10-14","Rochester","MN","Mayo Clinic","https://clinicaltrials.gov/study/NCT05328934"
"NCT05456243","Adipose-derived MSC to Treat Rejection in Kidney Transplant Recipients","Kidney Transplant","Mayo Clinic","RECRUITING","2025-10-14","Rochester","MN","Mayo Clinic","https://clinicaltrials.gov/study/NCT05456243"
"NCT05214573","Second-line Therapies for Patients With Type 2 Diabetes and Moderate Cardiovascular Disease Risk","Type 2 Diabetes; Cardiac Disease","Mayo Clinic","COMPLETED","2025-10-10","Rochester","MN","Mayo Clinic Rochester","https://clinicaltrials.gov/study/NCT05214573"
"NCT04201067","Large-Scale Metabolomic Profiling for the Diagnosis of Inborn Errors of Metabolism","Congenital Disorders of Glycosylation","Mayo Clinic","COMPLETED","2025-10-03","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT04201067"
"NCT05375071","BFR After Biceps Tendon Repair and MPFLR","Patellofemoral Joint Dislocation; Bicep Tendon Rupture","Mayo Clinic","WITHDRAWN","2025-09-29","Rochester","MN","Mayo Clinic Rochester","https://clinicaltrials.gov/study/NCT05375071"
"NCT05782283","A Study to Detect Advanced Liver Disease Via AI-enabled Electrocardiogram","Cirrhosis","Mayo Clinic","COMPLETED","2025-09-24","Rochester","MN","Mayo Clinic Minnesota","https://clinicaltrials.gov/study/NCT05782283"
"NCT04369729","Investigate the Mechanisms, Predictors, and Prevention of Persistent Post-Traumatic Headache","Post-Traumatic Headache","Mayo Clinic","COMPLETED","2025-09-12","Rochester","MN","Mayo Clinic","https://clinicaltrials.gov/study/NCT04369729"
"NCT05285566","Pain Control for Undergoing Costal Cartilage Harvesting","Nasal Surgery","Mayo Clinic","RECRUITING","2025-09-12","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT05285566"
"NCT06200103","Schedule De-Escalation of 177Lu-PSMA-617 for the Treatment of Metastatic Castrate Resistant Prostate Cancer","Castration-Resistant Prostate Carcinoma; Stage IVB Prostate Cancer AJCC v8","Mayo Clinic","RECRUITING","2025-09-11","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT06200103"
"NCT05411029","Study of Disrupted Sleep in Somali Americans","Hypertension; Sleep Disorder; Healthy","Mayo Clinic","RECRUITING","2025-09-10","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT05411029"
"NCT03181048","Clinical Trial of Concomitant Hip Arthroscopy During PAO","Hip Dysplasia","Mayo Clinic","RECRUITING","2025-09-05","Rochester","MN","Mayo Clinic","https://clinicaltrials.gov/study/NCT03181048"
"NCT05201014","Cancer Survivor Cardiomyopathy Detection","Cardiovascular Diseases; Cancer","Mayo Clinic","ACTIVE_NOT_RECRUITING","2025-09-05","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT05201014"
"NCT06187077","Techquity by FAITH!","Health Equity; Cardiovascular Diseases","Mayo Clinic","RECRUITING","2025-08-26","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT06187077"
"NCT06285747","A Correlational Study: Breast Cancer-related Chest Wall Lymphedema, Quality of Life, and Shoulder Function","Breast Carcinoma","Mayo Clinic","COMPLETED","2025-08-26","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT06285747"
"NCT06941545","High Resolution Gastric Mapping and Gastroduodenal Manometry","Dyspepsia","Mayo Clinic","RECRUITING","2025-08-19","Rochester","MN","Mayo Clinic in Rochester","https://clinicaltrials.gov/study/NCT06941545"
